test/aes/1Fresh/AES_GF256_Inversion_1fresh.nl,0.833189,1.965702,1,"4,8"
test/aes/cms/aes_sbox_cms1.nl,2.606981,3.198033,1,"8,16"
test/aes/dom/aes_sbox_dom1.nl,1.694312,2.473769,1,"8,16"
test/aes/NoFresh/AES_GF256_Inversion_NOfresh.nl,0.485838,1.725983,1,"4,8"
test/aes/TI/inversion_TI.nl,1.537700,2.592003,1,"8,16"
test/prince/d1/PRINCESboxInv_NF.nl,1.014674,0.013083,1,"4,8"
test/prince/d1/PRINCESbox_NF.nl,0.819571,0.009926,1,"4,8"
test/prince/d1/prince_sbox_dusan_CMS1.nl,0.047740,0.012139,1,"4,8"
test/prince/d1/prince_sbox_TI1.nl,0.040472,0.012072,1,"1,42"
test/prince/d2/sbox/PRINCE_Sbox.nl,0.072072,126.695490,2,"4,8,12"
test/prince/d2/sbox/TwoSboxes.nl,0.096003,1819.929470,2,"8,16,24"
test/present/sharedSbox_non-uniform.nl,0.046127,0.008888,0,"138"
test/present/sharedSbox_uniform1.nl,0.173871,0.036661,1,"1,122"
test/present/sharedSbox_uniform2.nl,0.061512,0.063208,1,"1,230"
test/present/present_sbox_nf1.nl,0.134535,0.024689,1,"4,8"
test/keccak/NF/Chi_NoFresh.nl,0.025497,0.016059,1,"5,10"
test/keccak/dom/keccak_sbox1_nf.nl,0.054742,0.174461,1,"5,10"
test/keccak/dom/keccak_sbox1.nl,0.045747,0.020570,1,"5,10"
test/keccak/dom/keccak_sbox2.nl,0.048613,1.581074,2,"5,10,15"
test/keccak/dom/keccak_sbox3.nl,0.054533,1182.207235,3,"5,10,15,20"
test/keccak/low-latency/1/keccak_sbox.nl,0.020354,0.020628,1,"1,2"
test/keccak/low-latency/2/keccak_sbox.nl,0.059749,0.658069,2,"1,2,3"
test/keccak/low-latency/3/keccak_sbox.nl,0.048496,194.797973,3,"1,2,3,4"
test/Midori/d1/MidoriSbox.nl,0.045412,0.010072,1,"4,8"
test/Midori/d2/Midori_Sbox.nl,0.071117,105.190867,2,"4,8,12"
test/Midori/d2/TwoSboxes.nl,0.090702,1436.296065,2,"8,16,24"
test/skinny/d1/skinny_sbox8_CMS1.nl,0.052269,0.042457,1,"8,16"
test/skinny/d1/skinny_sbox8_TI1.nl,0.059350,0.383048,1,"1,203"
test/skinny/d2/SKINNY_SBOX.nl,0.068887,32.964332,2,"4,8,12"
test/skinny/d2/TwoSboxes.nl,0.075588,563.566763,2,"8,16,24"
