test/ISW_mult/2shares.nl,0.008524,13,0,9,0.000242,1,"1,2",1,0,0,0.012427,0,"15",0.035125,1
test/ISW_mult/3shares.nl,0.036924,465,0,212,0.006346,2,"1,2,3",1,0,0,0.031059,0,"33",0.024282,1
test/ISW_mult/4shares.nl,0.058984,26289,0,7999,3.178009,3,"1,2,3,4",1,0,0,0.059499,0,"58",0.037895,1
test/ISW_mult/5shares.nl,0.057253,2127210,0,443173,354.039821,4,"1,2,3,4,5",1,0,0,0.104443,0,"90",0.044688,1
test/refresh_nlogn/2shares.nl,0.001887,5,0,5,0.000195,1,"1,2",2,0,2,0.001914,1,"1,2",0.021667,1
test/refresh_nlogn/4shares.nl,0.054566,1793,0,1780,0.039666,3,"1,2,3,4",14,0,14,0.022860,3,"1,2,3,4",0.015124,1
test/refresh_nlogn/6shares.nl,0.044740,974981,0,954174,91.051758,5,"1,2,3,4,5,6",1585,28,664,1.795778,5,"1,2,3,4,5,6",0.031368,1
test/ISW_mult/6shares.nl,	N/A	 ,   N/A , , N/A  , OoM,   N/A , N/A 	   ,1,0,0,0.054253,0,"129",0.030413,1
test/refresh_nlogn/7shares.nl,	N/A	 ,   N/A , , N/A  , OoM,   N/A , N/A 	   ,2509,0,985,7.031815,6,"1,2,3,4,5,6,7",0.042170,1
