test/present/Present_Sbox_3stageL2.nl,0.066261,14.820271,2,"4,8,12",
test/present/Present_Sbox_5stageL2.nl,0.052590,4.419007,2,"4,8,12",
test/present/TwoSbox_3stageL2.nl,0.074614,297.888776,2,"8,16,24",
test/skinny/d2/SKINNY_Sbox_3stageL2.nl,0.059002,3.359960,2,"4,8,12",
test/skinny/d2/TwoSbox_3stageL2.nl,0.057875,75.291052,2,"8,16,24",
test/skinny/d2/SKINNY_Sbox_4stageL2.nl,0.051107,2.792743,2,"4,8,12",
test/Midori/d2/Midori_Sbox_3stageL2.nl,0.062557,9.271597,2,"4,8,12",
test/Midori/d2/TwoSbox_3stageL2.nl,0.175229,249.961866,2,"8,16,24",
test/Midori/d2/Midori_Sbox_4stageL2.nl,0.049693,3.329428,2,"4,8,12",
test/prince/d2/PRINCE_Sbox_Inverse_4stageL2.nl,0.750941,48.569905,1,"168,319",
test/prince/d2/PRINCE_Sbox_Inverse_6stageL2.nl,1.219710,379.497276,2,"4,8,12",
test/prince/d2/PRINCE_Sbox_Inverse_fixed.nl,1.399797,375.693888,2,"4,8,12",
test/prince/d2/PRINCE_Sbox_Inverse_fixedRTL.nl,0.760449,412.579814,2,"4,8,12",
test/prince/d2/prince_sbox_nf2.nl,0.094922,32.090178,2,"4,8,12",
test/present/present_sbox_nf2.nl,0.072188,2.537811,2,"4,8,12",
test/skinny/d2/SKINNY_Sbox_NF2.nl,0.050032,0.813676,2,"4,8,12",
test/Midori/d2/Midori_Sbox_NF2.nl,0.494656,2.210661,2,"4,8,12",
test/keccak/NF/Chi_NoFresh2.nl,0.146291,0.767344,2,"5,10,15",
test/aes/4Fresh1/GF256Inv_Unit.nl,1.674394,2.882756,1,"8,16",
