test/present/Present_Sbox_3stageL2.nl,0.093567,21.427447,2,"4,8,12",
test/present/Present_Sbox_5stageL2.nl,0.067586,7.512704,2,"4,8,12",
test/present/TwoSbox_3stageL2.nl,0.071045,9187.071478,2,"8,16,24",
test/skinny/d2/SKINNY_Sbox_3stageL2.nl,0.074178,4.966567,2,"4,8,12",
test/skinny/d2/TwoSbox_3stageL2.nl,0.061323,1673.824052,2,"8,16,24",
test/skinny/d2/SKINNY_Sbox_4stageL2.nl,0.049810,4.258945,2,"4,8,12",
test/Midori/d2/Midori_Sbox_3stageL2.nl,0.058725,16.013537,2,"4,8,12",
test/Midori/d2/TwoSbox_3stageL2.nl,0.069275,8926.991276,2,"8,16,24",
test/Midori/d2/Midori_Sbox_4stageL2.nl,0.084047,6.058129,2,"4,8,12",
test/prince/d2/PRINCE_Sbox_Inverse_4stageL2.nl,0.724540,49.455910,1,"168,319",
test/prince/d2/PRINCE_Sbox_Inverse_6stageL2.nl,1.125853,487.361426,2,"4,8,12",
test/prince/d2/PRINCE_Sbox_Inverse_fixed.nl,0.708118,394.826571,2,"4,8,12",
test/prince/d2/PRINCE_Sbox_Inverse_fixedRTL.nl,0.759413,432.278613,2,"4,8,12",
test/prince/d2/prince_sbox_nf2.nl,0.121060,41.464042,2,"4,8,12",
test/present/present_sbox_nf2.nl,0.050290,4.388605,2,"4,8,12",
test/skinny/d2/SKINNY_Sbox_NF2.nl,0.047438,1.484426,2,"4,8,12",
test/Midori/d2/Midori_Sbox_NF2.nl,0.054382,4.153088,2,"4,8,12",
test/keccak/NF/Chi_NoFresh2.nl,0.041137,1.086591,2,"5,10,15",
test/aes/4Fresh1/GF256Inv_Unit.nl,1.585569,11.484189,1,"8,16",
