test/cms/cms3.nl,0.804415,2,"73,76,101"
test/uma/uma2_comp.nl,0.056962,1,"19,72"
test/uma/uma2.nl,0.065475,2,"1,2,3"
test/linear/Am.nl,0.068261,1,"1,2"
test/linear/Aout.nl,0.085257,1,"1,2"
test/linear/Ain.nl,0.132960,1,"1,2"
test/isw/isw_sni_ref1.nl,0.026908,1,"1,2"
test/isw/isw_sni_ref2.nl,0.073096,2,"1,2,3"
test/quadratic/q12.nl,0.035907,1,"1,5"
test/prince/d1/PRINCESboxInv_NF.nl,0.060913,1,"4,8"
test/prince/d1/prince_sbox_dusan_CMS1.nl,0.510314,1,"4,8"
test/prince/d1/prince_sbox_TI1.nl,0.152881,1,"17,54"
test/prince/d1/PRINCESbox_NF.nl,0.270977,1,"4,8"
test/keccak/dom/keccak_sbox1.nl,0.093126,1,"5,10"
test/keccak/dom/keccak_sbox3.nl,24759.992360,3,"5,10,15,20"
test/keccak/dom/keccak_sbox2.nl,8.010116,2,"5,10,15"
test/keccak/low-latency/3/keccak_sbox.nl,948.468734,3,"1,2,3,4"
test/keccak/low-latency/2/keccak_sbox.nl,1.409055,2,"1,2,3"
test/keccak/low-latency/1/keccak_sbox.nl,0.074869,1,"1,2"
test/aes/cms/aes_sbox_cms1.nl,16747.424736,1,"8,16"
test/aes/1Fresh/AES_GF256_Inversion_1fresh.nl,23.122290,1,"4,8"
test/aes/dom/aes_sbox_dom1.nl,6281.179095,1,"8,16"
test/aes/NoFresh/AES_GF256_Inversion_NOfresh.nl,16.955893,1,"4,8"
test/pini/mulPINI2.nl,0.107601,1,"49"
test/pini/mulPINI1.nl,0.039751,1,"20"
test/Midori/d1/MidoriSbox.nl,0.086489,1,"4,8"
test/present/sharedSbox_uniform1.nl,0.097432,1,"56,108"
test/present/sharedSbox_non-uniform.nl,0.070755,1,"150"
test/present/sharedSbox_uniform2.nl,0.106535,1,"130,199"
test/para/para1.nl,0.045710,1,"1,2"
test/para/paraSNI3.nl,3.022704,3,"1,2,3,4"
test/para/para3.nl,1.434220,3,"1,2,3,4"
test/para/para2.nl,0.086326,2,"1,2,3"
test/skinny/d1/skinny_sbox8_CMS1.nl,0.841548,1,"8,16"
test/skinny/d1/skinny_sbox8_TI1.nl,174.815124,1,"37,197"
test/dom/domSNI3.nl,3.619043,3,"1,2,3,4"
test/dom/domSNI2.nl,0.064120,2,"1,2,3"
test/dom/dom2.nl,0.061370,2,"1,2,3"
test/dom/domSNI1.nl,0.026798,1,"1,2"
test/dom/dom3.nl,2.982119,3,"1,2,3,4"
test/dom/dom-dep2.nl,0.076698,1,"28,56"
test/dom/dom1.nl,0.022526,1,"1,2"
test/hpc/hpc2_2.nl,0.081530,2,"1,2,3"
test/hpc/hpc1_2.nl,0.068080,2,"1,2,3"
test/hpc/hpc1_1.nl,0.026703,1,"1,2"
test/hpc/hpc2_1.nl,0.034021,1,"1,2"
test/cms/cms3.nl,0.773369,2,"73,76,101"
test/uma/uma2_comp.nl,0.049238,1,"19,72"
test/uma/uma2.nl,0.063136,2,"1,2,3"
test/linear/Am.nl,0.025491,1,"1,2"
test/linear/Aout.nl,0.022970,1,"1,2"
test/linear/Ain.nl,0.024347,1,"1,2"
test/isw/isw_sni_ref1.nl,0.026975,1,"1,2"
test/isw/isw_sni_ref2.nl,0.071696,2,"1,2,3"
test/quadratic/q12.nl,0.036206,1,"1,5"
test/prince/d1/PRINCESboxInv_NF.nl,0.059346,1,"4,8"
test/prince/d1/prince_sbox_dusan_CMS1.nl,0.497798,1,"4,8"
test/prince/d1/prince_sbox_TI1.nl,0.142488,1,"17,54"
test/prince/d1/PRINCESbox_NF.nl,0.056206,1,"4,8"
test/keccak/dom/keccak_sbox1.nl,0.057086,1,"5,10"
test/keccak/dom/keccak_sbox3.nl,24747.064104,3,"5,10,15,20"
test/keccak/dom/keccak_sbox2.nl,7.973791,2,"5,10,15"
test/keccak/low-latency/3/keccak_sbox.nl,997.908026,3,"1,2,3,4"
test/keccak/low-latency/2/keccak_sbox.nl,1.445302,2,"1,2,3"
test/keccak/low-latency/1/keccak_sbox.nl,0.099641,1,"1,2"
test/aes/cms/aes_sbox_cms1.nl,16613.924149,1,"8,16"
test/aes/1Fresh/AES_GF256_Inversion_1fresh.nl,24.101514,1,"4,8"
test/aes/dom/aes_sbox_dom1.nl,6357.253536,1,"8,16"
test/aes/NoFresh/AES_GF256_Inversion_NOfresh.nl,17.848037,1,"4,8"
test/pini/mulPINI2.nl,0.039813,1,"49"
test/pini/mulPINI1.nl,0.023601,1,"20"
test/Midori/d1/MidoriSbox.nl,0.063914,1,"4,8"
test/present/sharedSbox_uniform1.nl,0.094159,1,"56,108"
test/present/sharedSbox_non-uniform.nl,0.068007,1,"150"
test/present/sharedSbox_uniform2.nl,0.101916,1,"130,199"
test/para/para1.nl,0.055779,1,"1,2"
test/para/paraSNI3.nl,3.086217,3,"1,2,3,4"
